"month","crime","count"
2011-01-01,"WEAPONS VIOLATION",266
2011-02-01,"ARSON",22
2011-02-01,"ASSAULT",1284
2011-02-01,"BATTERY",3767
2011-02-01,"BURGLARY",1427
2011-02-01,"CRIM SEXUAL ASSAULT",110
2011-02-01,"CRIMINAL DAMAGE",2398
2011-02-01,"CRIMINAL TRESPASS",612
2011-02-01,"DECEPTIVE PRACTICE",781
2011-02-01,"GAMBLING",10
2011-02-01,"HOMICIDE",24
2011-02-01,"INTERFERENCE WITH PUBLIC OFFICER",55
2011-02-01,"INTIMIDATION",16
2011-02-01,"KIDNAPPING",17
2011-02-01,"LIQUOR LAW VIOLATION",37
2011-02-01,"MOTOR VEHICLE THEFT",1295
2011-02-01,"NARCOTICS",2894
2011-02-01,"OBSCENITY",5
2011-02-01,"OFFENSE INVOLVING CHILDREN",154
2011-02-01,"OTHER OFFENSE",1510
2011-02-01,"PROSTITUTION",202
2011-02-01,"PUBLIC PEACE VIOLATION",194
2011-02-01,"ROBBERY",757
2011-02-01,"SEX OFFENSE",65
2011-02-01,"STALKING",9
2011-02-01,"THEFT",4366
2011-02-01,"WEAPONS VIOLATION",205
2011-03-01,"ARSON",50
2011-03-01,"ASSAULT",1666
2011-03-01,"BATTERY",5176
2011-03-01,"BURGLARY",1836
2011-03-01,"CRIM SEXUAL ASSAULT",100
2011-03-01,"CRIMINAL DAMAGE",2970
2011-03-01,"CRIMINAL TRESPASS",759
2011-03-01,"DECEPTIVE PRACTICE",1009
2011-03-01,"GAMBLING",21
2011-03-01,"HOMICIDE",23
2011-03-01,"INTERFERENCE WITH PUBLIC OFFICER",61
2011-03-01,"INTIMIDATION",16
2011-03-01,"KIDNAPPING",16
2011-03-01,"LIQUOR LAW VIOLATION",45
2011-03-01,"MOTOR VEHICLE THEFT",1640
2011-03-01,"NARCOTICS",3754
2011-03-01,"OBSCENITY",5
2011-03-01,"OFFENSE INVOLVING CHILDREN",200
2011-03-01,"OTHER OFFENSE",1900
2011-03-01,"PROSTITUTION",201
2011-03-01,"PUBLIC PEACE VIOLATION",272
2011-03-01,"ROBBERY",955
2011-03-01,"SEX OFFENSE",73
2011-03-01,"STALKING",17
2011-03-01,"THEFT",5639
2011-03-01,"WEAPONS VIOLATION",275
2011-04-01,"ARSON",60
2011-04-01,"ASSAULT",1793
2011-04-01,"BATTERY",5091
2011-04-01,"BURGLARY",2044
2011-04-01,"CRIM SEXUAL ASSAULT",109
2011-04-01,"CRIMINAL DAMAGE",3353
2011-04-01,"CRIMINAL TRESPASS",714
2011-04-01,"DECEPTIVE PRACTICE",976
2011-04-01,"GAMBLING",51
2011-04-01,"HOMICIDE",30
2011-04-01,"INTERFERENCE WITH PUBLIC OFFICER",62
2011-04-01,"INTIMIDATION",8
2011-04-01,"KIDNAPPING",28
2011-04-01,"LIQUOR LAW VIOLATION",67
2011-04-01,"MOTOR VEHICLE THEFT",1702
2011-04-01,"NARCOTICS",3194
2011-04-01,"OBSCENITY",4
2011-04-01,"OFFENSE INVOLVING CHILDREN",211
2011-04-01,"OTHER OFFENSE",1881
2011-04-01,"PROSTITUTION",150
2011-04-01,"PUBLIC PEACE VIOLATION",270
2011-04-01,"ROBBERY",1008
2011-04-01,"SEX OFFENSE",80
2011-04-01,"STALKING",18
2011-04-01,"THEFT",5867
2011-04-01,"WEAPONS VIOLATION",314
2011-05-01,"ARSON",48
2011-05-01,"ASSAULT",1952
2011-05-01,"BATTERY",5797
2011-05-01,"BURGLARY",2469
2011-05-01,"CRIM SEXUAL ASSAULT",137
2011-05-01,"CRIMINAL DAMAGE",3438
2011-05-01,"CRIMINAL TRESPASS",782
2011-05-01,"DECEPTIVE PRACTICE",1094
2011-05-01,"GAMBLING",70
2011-05-01,"HOMICIDE",38
2011-05-01,"INTERFERENCE WITH PUBLIC OFFICER",85
2011-05-01,"INTIMIDATION",15
2011-05-01,"KIDNAPPING",22
2011-05-01,"LIQUOR LAW VIOLATION",53
2011-05-01,"MOTOR VEHICLE THEFT",1807
2011-05-01,"NARCOTICS",3044
2011-05-01,"OBSCENITY",3
2011-05-01,"OFFENSE INVOLVING CHILDREN",215
2011-05-01,"OTHER OFFENSE",1678
2011-05-01,"PROSTITUTION",136
2011-05-01,"PUBLIC INDECENCY",1
2011-05-01,"PUBLIC PEACE VIOLATION",326
2011-05-01,"ROBBERY",1247
2011-05-01,"SEX OFFENSE",107
2011-05-01,"STALKING",16
2011-05-01,"THEFT",6609
2011-05-01,"WEAPONS VIOLATION",377
2011-06-01,"ARSON",37
2011-06-01,"ASSAULT",1967
2011-06-01,"BATTERY",5887
2011-06-01,"BURGLARY",2415
2011-06-01,"CRIM SEXUAL ASSAULT",141
2011-06-01,"CRIMINAL DAMAGE",3483
2011-06-01,"CRIMINAL TRESPASS",779
2011-06-01,"DECEPTIVE PRACTICE",1047
2011-06-01,"GAMBLING",106
2011-06-01,"HOMICIDE",45
2011-06-01,"INTERFERENCE WITH PUBLIC OFFICER",93
2011-06-01,"INTIMIDATION",14
2011-06-01,"KIDNAPPING",30
2011-06-01,"LIQUOR LAW VIOLATION",59
2011-06-01,"MOTOR VEHICLE THEFT",1807
2011-06-01,"NARCOTICS",3179
2011-06-01,"OBSCENITY",4
2011-06-01,"OFFENSE INVOLVING CHILDREN",220
2011-06-01,"OTHER OFFENSE",1773
2011-06-01,"PROSTITUTION",172
2011-06-01,"PUBLIC INDECENCY",3
2011-06-01,"PUBLIC PEACE VIOLATION",318
2011-06-01,"ROBBERY",1179
2011-06-01,"SEX OFFENSE",102
2011-06-01,"STALKING",13
2011-06-01,"THEFT",7026
2011-06-01,"WEAPONS VIOLATION",392
2011-07-01,"ARSON",47
2011-07-01,"ASSAULT",2028
2011-07-01,"BATTERY",6231
2011-07-01,"BURGLARY",2398
2011-07-01,"CRIM SEXUAL ASSAULT",128
2011-07-01,"CRIMINAL DAMAGE",3593
2011-07-01,"CRIMINAL TRESPASS",770
2011-07-01,"DECEPTIVE PRACTICE",976
2011-07-01,"GAMBLING",133
2011-07-01,"HOMICIDE",55
2011-07-01,"INTERFERENCE WITH PUBLIC OFFICER",124
2011-07-01,"INTIMIDATION",18
2011-07-01,"KIDNAPPING",23
2011-07-01,"LIQUOR LAW VIOLATION",67
2011-07-01,"MOTOR VEHICLE THEFT",1761
2011-07-01,"NARCOTICS",3340
2011-07-01,"OBSCENITY",3
2011-07-01,"OFFENSE INVOLVING CHILDREN",204
2011-07-01,"OTHER NARCOTIC VIOLATION",1
2011-07-01,"OTHER OFFENSE",1710
2011-07-01,"PROSTITUTION",186
2011-07-01,"PUBLIC PEACE VIOLATION",296
2011-07-01,"ROBBERY",1279
2011-07-01,"SEX OFFENSE",118
2011-07-01,"STALKING",15
2011-07-01,"THEFT",7359
2011-07-01,"WEAPONS VIOLATION",377
2011-08-01,"ARSON",43
2011-08-01,"ASSAULT",1958
2011-08-01,"BATTERY",5433
2011-08-01,"BURGLARY",2613
2011-08-01,"CRIM SEXUAL ASSAULT",123
2011-08-01,"CRIMINAL DAMAGE",3311
2011-08-01,"CRIMINAL TRESPASS",793
2011-08-01,"DECEPTIVE PRACTICE",1108
2011-08-01,"GAMBLING",129
2011-08-01,"HOMICIDE",35
2011-08-01,"INTERFERENCE WITH PUBLIC OFFICER",129
2011-08-01,"INTIMIDATION",16
2011-08-01,"KIDNAPPING",18
2011-08-01,"LIQUOR LAW VIOLATION",68
2011-08-01,"MOTOR VEHICLE THEFT",1576
2011-08-01,"NARCOTICS",3528
2011-08-01,"OFFENSE INVOLVING CHILDREN",159
2011-08-01,"OTHER OFFENSE",1760
2011-08-01,"PROSTITUTION",283
2011-08-01,"PUBLIC INDECENCY",4
2011-08-01,"PUBLIC PEACE VIOLATION",260
2011-08-01,"ROBBERY",1330
2011-08-01,"SEX OFFENSE",100
2011-08-01,"STALKING",19
2011-08-01,"THEFT",7413
2011-08-01,"WEAPONS VIOLATION",360
2011-09-01,"ARSON",40
2011-09-01,"ASSAULT",1801
2011-09-01,"BATTERY",4774
2011-09-01,"BURGLARY",2514
2011-09-01,"CRIM SEXUAL ASSAULT",126
2011-09-01,"CRIMINAL DAMAGE",3052
2011-09-01,"CRIMINAL TRESPASS",742
2011-09-01,"DECEPTIVE PRACTICE",1189
2011-09-01,"GAMBLING",97
2011-09-01,"HOMICIDE",40
2011-09-01,"INTERFERENCE WITH PUBLIC OFFICER",110
2011-09-01,"INTIMIDATION",17
2011-09-01,"KIDNAPPING",18
2011-09-01,"LIQUOR LAW VIOLATION",50
2011-09-01,"MOTOR VEHICLE THEFT",1436
2011-09-01,"NARCOTICS",3279
2011-09-01,"OBSCENITY",5
2011-09-01,"OFFENSE INVOLVING CHILDREN",187
2011-09-01,"OTHER NARCOTIC VIOLATION",1
2011-09-01,"OTHER OFFENSE",1525
2011-09-01,"PROSTITUTION",250
2011-09-01,"PUBLIC INDECENCY",1
2011-09-01,"PUBLIC PEACE VIOLATION",295
2011-09-01,"ROBBERY",1278
2011-09-01,"SEX OFFENSE",92
2011-09-01,"STALKING",14
2011-09-01,"THEFT",6632
2011-09-01,"WEAPONS VIOLATION",343
2011-10-01,"ARSON",44
2011-10-01,"ASSAULT",1708
2011-10-01,"BATTERY",5069
2011-10-01,"BURGLARY",2460
2011-10-01,"CRIM SEXUAL ASSAULT",137
2011-10-01,"CRIMINAL DAMAGE",3286
2011-10-01,"CRIMINAL TRESPASS",746
2011-10-01,"DECEPTIVE PRACTICE",1197
2011-10-01,"GAMBLING",66
2011-10-01,"HOMICIDE",44
2011-10-01,"INTERFERENCE WITH PUBLIC OFFICER",93
2011-10-01,"INTIMIDATION",18
2011-10-01,"KIDNAPPING",24
2011-10-01,"LIQUOR LAW VIOLATION",56
2011-10-01,"MOTOR VEHICLE THEFT",1488
2011-10-01,"NARCOTICS",2980
2011-10-01,"OBSCENITY",4
2011-10-01,"OFFENSE INVOLVING CHILDREN",182
2011-10-01,"OTHER NARCOTIC VIOLATION",2
2011-10-01,"OTHER OFFENSE",1638
2011-10-01,"PROSTITUTION",207
2011-10-01,"PUBLIC INDECENCY",1
2011-10-01,"PUBLIC PEACE VIOLATION",258
2011-10-01,"ROBBERY",1401
2011-10-01,"SEX OFFENSE",81
2011-10-01,"STALKING",16
2011-10-01,"THEFT",6674
2011-10-01,"WEAPONS VIOLATION",376
2011-11-01,"ARSON",37
2011-11-01,"ASSAULT",1455
2011-11-01,"BATTERY",4362
2011-11-01,"BURGLARY",2293
2011-11-01,"CRIM SEXUAL ASSAULT",107
2011-11-01,"CRIMINAL DAMAGE",2990
2011-11-01,"CRIMINAL TRESPASS",622
2011-11-01,"DECEPTIVE PRACTICE",1080
2011-11-01,"GAMBLING",28
2011-11-01,"HOMICIDE",37
2011-11-01,"INTERFERENCE WITH PUBLIC OFFICER",93
2011-11-01,"INTIMIDATION",10
2011-11-01,"KIDNAPPING",27
2011-11-01,"LIQUOR LAW VIOLATION",32
2011-11-01,"MOTOR VEHICLE THEFT",1509
2011-11-01,"NARCOTICS",3039
2011-11-01,"OBSCENITY",3
2011-11-01,"OFFENSE INVOLVING CHILDREN",152
2011-11-01,"OTHER NARCOTIC VIOLATION",1
2011-11-01,"OTHER OFFENSE",1585
2011-11-01,"PROSTITUTION",204
2011-11-01,"PUBLIC INDECENCY",2
2011-11-01,"PUBLIC PEACE VIOLATION",208
2011-11-01,"ROBBERY",1215
2011-11-01,"SEX OFFENSE",84
2011-11-01,"STALKING",16
2011-11-01,"THEFT",6139
2011-11-01,"WEAPONS VIOLATION",284
2011-12-01,"ARSON",36
2011-12-01,"ASSAULT",1409
2011-12-01,"BATTERY",4438
2011-12-01,"BURGLARY",2196
2011-12-01,"CRIM SEXUAL ASSAULT",108
2011-12-01,"CRIMINAL DAMAGE",2820
2011-12-01,"CRIMINAL TRESPASS",618
2011-12-01,"DECEPTIVE PRACTICE",1120
2011-12-01,"GAMBLING",15
2011-12-01,"HOMICIDE",38
2011-12-01,"INTERFERENCE WITH PUBLIC OFFICER",83
2011-12-01,"INTIMIDATION",13
2011-12-01,"KIDNAPPING",24
2011-12-01,"LIQUOR LAW VIOLATION",29
2011-12-01,"MOTOR VEHICLE THEFT",1504
2011-12-01,"NARCOTICS",2921
2011-12-01,"OBSCENITY",1
2011-12-01,"OFFENSE INVOLVING CHILDREN",211
2011-12-01,"OTHER OFFENSE",1403
2011-12-01,"PROSTITUTION",191
2011-12-01,"PUBLIC INDECENCY",1
2011-12-01,"PUBLIC PEACE VIOLATION",201
2011-12-01,"ROBBERY",1228
2011-12-01,"SEX OFFENSE",69
2011-12-01,"STALKING",15
2011-12-01,"THEFT",6001
2011-12-01,"WEAPONS VIOLATION",311
2012-01-01,"ARSON",39
2012-01-01,"ASSAULT",1294
2012-01-01,"BATTERY",4307
2012-01-01,"BURGLARY",1757
2012-01-01,"CRIM SEXUAL ASSAULT",119
2012-01-01,"CRIMINAL DAMAGE",2660
2012-01-01,"CRIMINAL TRESPASS",662
2012-01-01,"DECEPTIVE PRACTICE",1097
2012-01-01,"GAMBLING",9
2012-01-01,"HOMICIDE",39
2012-01-01,"INTERFERENCE WITH PUBLIC OFFICER",80
2012-01-01,"INTIMIDATION",10
2012-01-01,"KIDNAPPING",17
2012-01-01,"LIQUOR LAW VIOLATION",50
2012-01-01,"MOTOR VEHICLE THEFT",1440
2012-01-01,"NARCOTICS",3271
2012-01-01,"OBSCENITY",4
2012-01-01,"OFFENSE INVOLVING CHILDREN",227
2012-01-01,"OTHER OFFENSE",1537
2012-01-01,"PROSTITUTION",194
2012-01-01,"PUBLIC INDECENCY",2
2012-01-01,"PUBLIC PEACE VIOLATION",189
2012-01-01,"ROBBERY",1011
2012-01-01,"SEX OFFENSE",131
2012-01-01,"STALKING",24
2012-01-01,"THEFT",5711
2012-01-01,"WEAPONS VIOLATION",317
2012-02-01,"ARSON",23
2012-02-01,"ASSAULT",1324
2012-02-01,"BATTERY",3961
2012-02-01,"BURGLARY",1398
2012-02-01,"CRIM SEXUAL ASSAULT",103
2012-02-01,"CRIMINAL DAMAGE",2350
2012-02-01,"CRIMINAL TRESPASS",698
2012-02-01,"DECEPTIVE PRACTICE",985
2012-02-01,"GAMBLING",17
2012-02-01,"HOMICIDE",27
2012-02-01,"INTERFERENCE WITH PUBLIC OFFICER",105
2012-02-01,"INTIMIDATION",11
2012-02-01,"KIDNAPPING",14
2012-02-01,"LIQUOR LAW VIOLATION",52
2012-02-01,"MOTOR VEHICLE THEFT",1151
2012-02-01,"NARCOTICS",3581
2012-02-01,"OBSCENITY",1
2012-02-01,"OFFENSE INVOLVING CHILDREN",161
2012-02-01,"OTHER OFFENSE",1548
2012-02-01,"PROSTITUTION",198
2012-02-01,"PUBLIC INDECENCY",1
2012-02-01,"PUBLIC PEACE VIOLATION",207
2012-02-01,"ROBBERY",696
2012-02-01,"SEX OFFENSE",64
2012-02-01,"STALKING",17
2012-02-01,"THEFT",4887
2012-02-01,"WEAPONS VIOLATION",270
2012-03-01,"ARSON",40
2012-03-01,"ASSAULT",1856
2012-03-01,"BATTERY",5275
2012-03-01,"BURGLARY",1638
2012-03-01,"CRIM SEXUAL ASSAULT",103
2012-03-01,"CRIMINAL DAMAGE",3144
2012-03-01,"CRIMINAL TRESPASS",686
2012-03-01,"DECEPTIVE PRACTICE",1064
2012-03-01,"GAMBLING",44
2012-03-01,"HOMICIDE",53
2012-03-01,"INTERFERENCE WITH PUBLIC OFFICER",100
2012-03-01,"INTIMIDATION",13
2012-03-01,"KIDNAPPING",15
2012-03-01,"LIQUOR LAW VIOLATION",74
2012-03-01,"MOTOR VEHICLE THEFT",1354
2012-03-01,"NARCOTICS",3542
2012-03-01,"OBSCENITY",3
2012-03-01,"OFFENSE INVOLVING CHILDREN",212
2012-03-01,"OTHER OFFENSE",1489
2012-03-01,"PROSTITUTION",267
2012-03-01,"PUBLIC PEACE VIOLATION",300
2012-03-01,"ROBBERY",845
2012-03-01,"SEX OFFENSE",109
2012-03-01,"STALKING",20
2012-03-01,"THEFT",5936
2012-03-01,"WEAPONS VIOLATION",353
2012-04-01,"ARSON",48
2012-04-01,"ASSAULT",1626
2012-04-01,"BATTERY",4695
2012-04-01,"BURGLARY",1646
2012-04-01,"CRIM SEXUAL ASSAULT",108
2012-04-01,"CRIMINAL DAMAGE",3081
2012-04-01,"CRIMINAL TRESPASS",677
2012-04-01,"DECEPTIVE PRACTICE",1074
2012-04-01,"GAMBLING",62
2012-04-01,"HOMICIDE",39
2012-04-01,"INTERFERENCE WITH PUBLIC OFFICER",99
2012-04-01,"INTIMIDATION",15
2012-04-01,"KIDNAPPING",23
2012-04-01,"LIQUOR LAW VIOLATION",53
2012-04-01,"MOTOR VEHICLE THEFT",1334
2012-04-01,"NARCOTICS",3027
2012-04-01,"OBSCENITY",2
2012-04-01,"OFFENSE INVOLVING CHILDREN",150
2012-04-01,"OTHER OFFENSE",1467
2012-04-01,"PROSTITUTION",172
2012-04-01,"PUBLIC PEACE VIOLATION",226
2012-04-01,"ROBBERY",975
2012-04-01,"SEX OFFENSE",75
2012-04-01,"STALKING",15
2012-04-01,"THEFT",6191
2012-04-01,"WEAPONS VIOLATION",286
2012-05-01,"ARSON",42
2012-05-01,"ASSAULT",1928
2012-05-01,"BATTERY",5840
2012-05-01,"BURGLARY",1924
2012-05-01,"CRIM SEXUAL ASSAULT",129
2012-05-01,"CRIMINAL DAMAGE",3271
2012-05-01,"CRIMINAL TRESPASS",706
2012-05-01,"DECEPTIVE PRACTICE",1063
2012-05-01,"GAMBLING",65
2012-05-01,"HOMICIDE",50
2012-05-01,"INTERFERENCE WITH PUBLIC OFFICER",106
2012-05-01,"INTIMIDATION",17
2012-05-01,"KIDNAPPING",20
2012-05-01,"LIQUOR LAW VIOLATION",37
2012-05-01,"MOTOR VEHICLE THEFT",1466
2012-05-01,"NARCOTICS",3067
2012-05-01,"NON-CRIMINAL",2
2012-05-01,"OBSCENITY",3
2012-05-01,"OFFENSE INVOLVING CHILDREN",183
2012-05-01,"OTHER OFFENSE",1529
2012-05-01,"PROSTITUTION",135
2012-05-01,"PUBLIC INDECENCY",2
2012-05-01,"PUBLIC PEACE VIOLATION",317
2012-05-01,"ROBBERY",1267
2012-05-01,"SEX OFFENSE",102
2012-05-01,"STALKING",13
2012-05-01,"THEFT",6463
2012-05-01,"WEAPONS VIOLATION",321
2012-06-01,"ARSON",44
2012-06-01,"ASSAULT",1896
2012-06-01,"BATTERY",5805
2012-06-01,"BURGLARY",2063
2012-06-01,"CRIM SEXUAL ASSAULT",129
2012-06-01,"CRIMINAL DAMAGE",3502
2012-06-01,"CRIMINAL TRESPASS",658
2012-06-01,"DECEPTIVE PRACTICE",1087
2012-06-01,"GAMBLING",107
2012-06-01,"HOMICIDE",47
2012-06-01,"INTERFERENCE WITH PUBLIC OFFICER",131
2012-06-01,"INTIMIDATION",7
2012-06-01,"KIDNAPPING",21
2012-06-01,"LIQUOR LAW VIOLATION",51
2012-06-01,"MOTOR VEHICLE THEFT",1469
2012-06-01,"NARCOTICS",3061
2012-06-01,"OFFENSE INVOLVING CHILDREN",206
2012-06-01,"OTHER OFFENSE",1494
2012-06-01,"PROSTITUTION",210
2012-06-01,"PUBLIC INDECENCY",1
2012-06-01,"PUBLIC PEACE VIOLATION",258
2012-06-01,"ROBBERY",1282
2012-06-01,"SEX OFFENSE",109
2012-06-01,"STALKING",16
2012-06-01,"THEFT",7071
2012-06-01,"WEAPONS VIOLATION",327
2012-07-01,"ARSON",48
2012-07-01,"ASSAULT",1929
2012-07-01,"BATTERY",5971
2012-07-01,"BURGLARY",2276
2012-07-01,"CRIM SEXUAL ASSAULT",153
2012-07-01,"CRIMINAL DAMAGE",3424
2012-07-01,"CRIMINAL TRESPASS",772
2012-07-01,"DECEPTIVE PRACTICE",1104
2012-07-01,"GAMBLING",103
2012-07-01,"HOMICIDE",49
2012-07-01,"INTERFERENCE WITH PUBLIC OFFICER",122
2012-07-01,"INTIMIDATION",17
2012-07-01,"KIDNAPPING",21
2012-07-01,"LIQUOR LAW VIOLATION",42
2012-07-01,"MOTOR VEHICLE THEFT",1422
2012-07-01,"NARCOTICS",3222
2012-07-01,"NON-CRIMINAL",3
2012-07-01,"OFFENSE INVOLVING CHILDREN",199
2012-07-01,"OTHER OFFENSE",1516
2012-07-01,"PROSTITUTION",209
2012-07-01,"PUBLIC INDECENCY",5
2012-07-01,"PUBLIC PEACE VIOLATION",268
2012-07-01,"ROBBERY",1332
2012-07-01,"SEX OFFENSE",98
2012-07-01,"STALKING",18
2012-07-01,"THEFT",7263
2012-07-01,"WEAPONS VIOLATION",360
2012-08-01,"ARSON",56
2012-08-01,"ASSAULT",1890
2012-08-01,"BATTERY",5375
2012-08-01,"BURGLARY",2221
2012-08-01,"CRIM SEXUAL ASSAULT",128
2012-08-01,"CRIMINAL DAMAGE",3092
2012-08-01,"CRIMINAL TRESPASS",770
2012-08-01,"DECEPTIVE PRACTICE",1202
2012-08-01,"GAMBLING",127
2012-08-01,"HOMICIDE",55
2012-08-01,"INTERFERENCE WITH PUBLIC OFFICER",130
2012-08-01,"INTIMIDATION",11
2012-08-01,"KIDNAPPING",22
2012-08-01,"LIQUOR LAW VIOLATION",45
2012-08-01,"MOTOR VEHICLE THEFT",1346
2012-08-01,"NARCOTICS",2663
2012-08-01,"NON-CRIMINAL",1
2012-08-01,"OBSCENITY",2
2012-08-01,"OFFENSE INVOLVING CHILDREN",177
2012-08-01,"OTHER NARCOTIC VIOLATION",2
2012-08-01,"OTHER OFFENSE",1469
2012-08-01,"PROSTITUTION",198
2012-08-01,"PUBLIC INDECENCY",1
2012-08-01,"PUBLIC PEACE VIOLATION",261
2012-08-01,"ROBBERY",1272
2012-08-01,"SEX OFFENSE",81
2012-08-01,"STALKING",15
2012-08-01,"THEFT",7025
2012-08-01,"WEAPONS VIOLATION",374
2012-09-01,"ARSON",43
2012-09-01,"ASSAULT",1635
2012-09-01,"BATTERY",4761
2012-09-01,"BURGLARY",1993
2012-09-01,"CRIM SEXUAL ASSAULT",104
2012-09-01,"CRIMINAL DAMAGE",2955
2012-09-01,"CRIMINAL TRESPASS",703
2012-09-01,"DECEPTIVE PRACTICE",1099
2012-09-01,"GAMBLING",86
2012-09-01,"HOMICIDE",44
2012-09-01,"INTERFERENCE WITH PUBLIC OFFICER",101
2012-09-01,"INTIMIDATION",18
2012-09-01,"KIDNAPPING",25
2012-09-01,"LIQUOR LAW VIOLATION",57
2012-09-01,"MOTOR VEHICLE THEFT",1306
2012-09-01,"NARCOTICS",2611
2012-09-01,"NON-CRIMINAL",1
2012-09-01,"OBSCENITY",3
2012-09-01,"OFFENSE INVOLVING CHILDREN",149
2012-09-01,"OTHER NARCOTIC VIOLATION",1
2012-09-01,"OTHER OFFENSE",1337
2012-09-01,"PROSTITUTION",174
2012-09-01,"PUBLIC INDECENCY",2
2012-09-01,"PUBLIC PEACE VIOLATION",285
2012-09-01,"ROBBERY",1168
2012-09-01,"SEX OFFENSE",88
2012-09-01,"STALKING",13
2012-09-01,"THEFT",6561
2012-09-01,"WEAPONS VIOLATION",408
2012-10-01,"ARSON",29
2012-10-01,"ASSAULT",1728
2012-10-01,"BATTERY",4735
2012-10-01,"BURGLARY",2128
2012-10-01,"CRIM SEXUAL ASSAULT",113
2012-10-01,"CRIMINAL DAMAGE",2927
2012-10-01,"CRIMINAL TRESPASS",700
2012-10-01,"DECEPTIVE PRACTICE",1235
2012-10-01,"GAMBLING",45
2012-10-01,"HOMICIDE",37
2012-10-01,"INTERFERENCE WITH PUBLIC OFFICER",83
2012-10-01,"INTIMIDATION",12
2012-10-01,"KIDNAPPING",25
2012-10-01,"LIQUOR LAW VIOLATION",39
2012-10-01,"MOTOR VEHICLE THEFT",1377
2012-10-01,"NARCOTICS",2562
2012-10-01,"OBSCENITY",2
2012-10-01,"OFFENSE INVOLVING CHILDREN",190
2012-10-01,"OTHER NARCOTIC VIOLATION",1
2012-10-01,"OTHER OFFENSE",1463
2012-10-01,"PROSTITUTION",189
2012-10-01,"PUBLIC INDECENCY",2
2012-10-01,"PUBLIC PEACE VIOLATION",277
2012-10-01,"ROBBERY",1232
2012-10-01,"SEX OFFENSE",76
2012-10-01,"STALKING",21
2012-10-01,"THEFT",6399
2012-10-01,"WEAPONS VIOLATION",311
2012-11-01,"ARSON",25
2012-11-01,"ASSAULT",1404
2012-11-01,"BATTERY",4259
2012-11-01,"BURGLARY",1992
2012-11-01,"CRIM SEXUAL ASSAULT",113
2012-11-01,"CRIMINAL DAMAGE",2744
2012-11-01,"CRIMINAL TRESPASS",599
2012-11-01,"DECEPTIVE PRACTICE",1253
2012-11-01,"GAMBLING",37
2012-11-01,"HOMICIDE",39
2012-11-01,"INTERFERENCE WITH PUBLIC OFFICER",92
2012-11-01,"INTIMIDATION",9
2012-11-01,"KIDNAPPING",15
2012-11-01,"LIQUOR LAW VIOLATION",43
2012-11-01,"MOTOR VEHICLE THEFT",1414
2012-11-01,"NARCOTICS",2443
2012-11-01,"OBSCENITY",3
2012-11-01,"OFFENSE INVOLVING CHILDREN",169
2012-11-01,"OTHER NARCOTIC VIOLATION",2
2012-11-01,"OTHER OFFENSE",1321
2012-11-01,"PROSTITUTION",146
2012-11-01,"PUBLIC INDECENCY",1
2012-11-01,"PUBLIC PEACE VIOLATION",216
2012-11-01,"ROBBERY",1211
2012-11-01,"SEX OFFENSE",62
2012-11-01,"STALKING",19
2012-11-01,"THEFT",6083
2012-11-01,"WEAPONS VIOLATION",298
2012-12-01,"ARSON",32
2012-12-01,"ASSAULT",1388
2012-12-01,"BATTERY",4148
2012-12-01,"BURGLARY",1808
2012-12-01,"CRIM SEXUAL ASSAULT",103
2012-12-01,"CRIMINAL DAMAGE",2703
2012-12-01,"CRIMINAL TRESPASS",584
2012-12-01,"DECEPTIVE PRACTICE",1179
2012-12-01,"GAMBLING",22
2012-12-01,"HOMICIDE",24
2012-12-01,"INTERFERENCE WITH PUBLIC OFFICER",79
2012-12-01,"INTIMIDATION",16
2012-12-01,"KIDNAPPING",18
2012-12-01,"LIQUOR LAW VIOLATION",30
2012-12-01,"MOTOR VEHICLE THEFT",1413
2012-12-01,"NARCOTICS",2436
2012-12-01,"NON-CRIMINAL",1
2012-12-01,"OBSCENITY",3
2012-12-01,"OFFENSE INVOLVING CHILDREN",160
2012-12-01,"OTHER OFFENSE",1310
2012-12-01,"PROSTITUTION",111
2012-12-01,"PUBLIC PEACE VIOLATION",203
2012-12-01,"ROBBERY",1194
2012-12-01,"SEX OFFENSE",55
2012-12-01,"STALKING",16
2012-12-01,"THEFT",5866
2012-12-01,"WEAPONS VIOLATION",279
2013-01-01,"ARSON",30
2013-01-01,"ASSAULT",1396
2013-01-01,"BATTERY",3926
2013-01-01,"BURGLARY",1584
2013-01-01,"CRIM SEXUAL ASSAULT",116
2013-01-01,"CRIMINAL DAMAGE",2501
2013-01-01,"CRIMINAL TRESPASS",740
2013-01-01,"DECEPTIVE PRACTICE",1218
2013-01-01,"GAMBLING",1
2013-01-01,"HOMICIDE",41
2013-01-01,"HUMAN TRAFFICKING",2
2013-01-01,"INTERFERENCE WITH PUBLIC OFFICER",101
2013-01-01,"INTIMIDATION",5
2013-01-01,"KIDNAPPING",23
2013-01-01,"LIQUOR LAW VIOLATION",40
2013-01-01,"MOTOR VEHICLE THEFT",1470
2013-01-01,"NARCOTICS",2937
2013-01-01,"OBSCENITY",2
2013-01-01,"OFFENSE INVOLVING CHILDREN",254
2013-01-01,"OTHER OFFENSE",1610
2013-01-01,"PROSTITUTION",163
2013-01-01,"PUBLIC PEACE VIOLATION",209
2013-01-01,"ROBBERY",1094
2013-01-01,"SEX OFFENSE",104
2013-01-01,"STALKING",12
2013-01-01,"THEFT",5466
