"month","crime","count"
2007-01-01,"INTIMIDATION",16
2007-01-01,"KIDNAPPING",31
2007-01-01,"LIQUOR LAW VIOLATION",104
2007-01-01,"MOTOR VEHICLE THEFT",1559
2007-01-01,"NARCOTICS",4908
2007-01-01,"OBSCENITY",1
2007-01-01,"OFFENSE INVOLVING CHILDREN",293
2007-01-01,"OTHER NARCOTIC VIOLATION",1
2007-01-01,"OTHER OFFENSE",2299
2007-01-01,"PROSTITUTION",572
2007-01-01,"PUBLIC PEACE VIOLATION",215
2007-01-01,"ROBBERY",1128
2007-01-01,"SEX OFFENSE",124
2007-01-01,"STALKING",17
2007-01-01,"THEFT",6631
2007-01-01,"WEAPONS VIOLATION",363
2007-02-01,"ARSON",26
2007-02-01,"ASSAULT",1555
2007-02-01,"BATTERY",4872
2007-02-01,"BURGLARY",1339
2007-02-01,"CRIM SEXUAL ASSAULT",95
2007-02-01,"CRIMINAL DAMAGE",2758
2007-02-01,"CRIMINAL TRESPASS",987
2007-02-01,"DECEPTIVE PRACTICE",887
2007-02-01,"GAMBLING",21
2007-02-01,"HOMICIDE",22
2007-02-01,"INTERFERENCE WITH PUBLIC OFFICER",41
2007-02-01,"INTIMIDATION",21
2007-02-01,"KIDNAPPING",22
2007-02-01,"LIQUOR LAW VIOLATION",77
2007-02-01,"MOTOR VEHICLE THEFT",1318
2007-02-01,"NARCOTICS",4250
2007-02-01,"OBSCENITY",1
2007-02-01,"OFFENSE INVOLVING CHILDREN",173
2007-02-01,"OTHER NARCOTIC VIOLATION",2
2007-02-01,"OTHER OFFENSE",2007
2007-02-01,"PROSTITUTION",545
2007-02-01,"PUBLIC PEACE VIOLATION",208
2007-02-01,"ROBBERY",779
2007-02-01,"SEX OFFENSE",92
2007-02-01,"STALKING",11
2007-02-01,"THEFT",4829
2007-02-01,"WEAPONS VIOLATION",197
2007-03-01,"ARSON",72
2007-03-01,"ASSAULT",2297
2007-03-01,"BATTERY",6884
2007-03-01,"BURGLARY",1757
2007-03-01,"CRIM SEXUAL ASSAULT",116
2007-03-01,"CRIMINAL DAMAGE",4545
2007-03-01,"CRIMINAL TRESPASS",1175
2007-03-01,"DECEPTIVE PRACTICE",1197
2007-03-01,"GAMBLING",78
2007-03-01,"HOMICIDE",41
2007-03-01,"INTERFERENCE WITH PUBLIC OFFICER",61
2007-03-01,"INTIMIDATION",26
2007-03-01,"KIDNAPPING",35
2007-03-01,"LIQUOR LAW VIOLATION",116
2007-03-01,"MOTOR VEHICLE THEFT",1484
2007-03-01,"NARCOTICS",4906
2007-03-01,"OFFENSE INVOLVING CHILDREN",250
2007-03-01,"OTHER NARCOTIC VIOLATION",1
2007-03-01,"OTHER OFFENSE",2419
2007-03-01,"PROSTITUTION",510
2007-03-01,"PUBLIC PEACE VIOLATION",303
2007-03-01,"ROBBERY",1065
2007-03-01,"SEX OFFENSE",130
2007-03-01,"STALKING",16
2007-03-01,"THEFT",6545
2007-03-01,"WEAPONS VIOLATION",318
2007-04-01,"ARSON",52
2007-04-01,"ASSAULT",2145
2007-04-01,"BATTERY",6606
2007-04-01,"BURGLARY",1867
2007-04-01,"CRIM SEXUAL ASSAULT",140
2007-04-01,"CRIMINAL DAMAGE",4589
2007-04-01,"CRIMINAL TRESPASS",1115
2007-04-01,"DECEPTIVE PRACTICE",1106
2007-04-01,"GAMBLING",101
2007-04-01,"HOMICIDE",36
2007-04-01,"INTERFERENCE WITH PUBLIC OFFICER",65
2007-04-01,"INTIMIDATION",19
2007-04-01,"KIDNAPPING",30
2007-04-01,"LIQUOR LAW VIOLATION",90
2007-04-01,"MOTOR VEHICLE THEFT",1464
2007-04-01,"NARCOTICS",4659
2007-04-01,"OBSCENITY",3
2007-04-01,"OFFENSE INVOLVING CHILDREN",255
2007-04-01,"OTHER OFFENSE",2347
2007-04-01,"PROSTITUTION",483
2007-04-01,"PUBLIC INDECENCY",1
2007-04-01,"PUBLIC PEACE VIOLATION",296
2007-04-01,"ROBBERY",1149
2007-04-01,"SEX OFFENSE",120
2007-04-01,"STALKING",11
2007-04-01,"THEFT",6611
2007-04-01,"WEAPONS VIOLATION",268
2007-05-01,"ARSON",70
2007-05-01,"ASSAULT",2732
2007-05-01,"BATTERY",7871
2007-05-01,"BURGLARY",2233
2007-05-01,"CRIM SEXUAL ASSAULT",134
2007-05-01,"CRIMINAL DAMAGE",5142
2007-05-01,"CRIMINAL TRESPASS",1297
2007-05-01,"DECEPTIVE PRACTICE",1174
2007-05-01,"GAMBLING",176
2007-05-01,"HOMICIDE",34
2007-05-01,"INTERFERENCE WITH PUBLIC OFFICER",57
2007-05-01,"INTIMIDATION",37
2007-05-01,"KIDNAPPING",28
2007-05-01,"LIQUOR LAW VIOLATION",117
2007-05-01,"MOTOR VEHICLE THEFT",1600
2007-05-01,"NARCOTICS",4561
2007-05-01,"OBSCENITY",1
2007-05-01,"OFFENSE INVOLVING CHILDREN",262
2007-05-01,"OTHER NARCOTIC VIOLATION",1
2007-05-01,"OTHER OFFENSE",2333
2007-05-01,"PROSTITUTION",562
2007-05-01,"PUBLIC PEACE VIOLATION",353
2007-05-01,"ROBBERY",1345
2007-05-01,"SEX OFFENSE",164
2007-05-01,"STALKING",26
2007-05-01,"THEFT",7445
2007-05-01,"WEAPONS VIOLATION",328
2007-06-01,"ARSON",82
2007-06-01,"ASSAULT",2416
2007-06-01,"BATTERY",7763
2007-06-01,"BURGLARY",2174
2007-06-01,"CRIM SEXUAL ASSAULT",144
2007-06-01,"CRIMINAL DAMAGE",4699
2007-06-01,"CRIMINAL TRESPASS",1122
2007-06-01,"DECEPTIVE PRACTICE",1215
2007-06-01,"GAMBLING",212
2007-06-01,"HOMICIDE",47
2007-06-01,"INTERFERENCE WITH PUBLIC OFFICER",59
2007-06-01,"INTIMIDATION",18
2007-06-01,"KIDNAPPING",27
2007-06-01,"LIQUOR LAW VIOLATION",118
2007-06-01,"MOTOR VEHICLE THEFT",1639
2007-06-01,"NARCOTICS",4476
2007-06-01,"OFFENSE INVOLVING CHILDREN",236
2007-06-01,"OTHER OFFENSE",2250
2007-06-01,"PROSTITUTION",517
2007-06-01,"PUBLIC PEACE VIOLATION",310
2007-06-01,"ROBBERY",1365
2007-06-01,"SEX OFFENSE",167
2007-06-01,"STALKING",13
2007-06-01,"THEFT",7613
2007-06-01,"WEAPONS VIOLATION",301
2007-07-01,"ARSON",86
2007-07-01,"ASSAULT",2566
2007-07-01,"BATTERY",7723
2007-07-01,"BURGLARY",2270
2007-07-01,"CRIM SEXUAL ASSAULT",146
2007-07-01,"CRIMINAL DAMAGE",5057
2007-07-01,"CRIMINAL TRESPASS",1193
2007-07-01,"DECEPTIVE PRACTICE",1286
2007-07-01,"GAMBLING",197
2007-07-01,"HOMICIDE",44
2007-07-01,"INTERFERENCE WITH PUBLIC OFFICER",82
2007-07-01,"INTIMIDATION",22
2007-07-01,"KIDNAPPING",25
2007-07-01,"LIQUOR LAW VIOLATION",99
2007-07-01,"MOTOR VEHICLE THEFT",1611
2007-07-01,"NARCOTICS",4811
2007-07-01,"OFFENSE INVOLVING CHILDREN",198
2007-07-01,"OTHER NARCOTIC VIOLATION",6
2007-07-01,"OTHER OFFENSE",2325
2007-07-01,"PROSTITUTION",500
2007-07-01,"PUBLIC INDECENCY",1
2007-07-01,"PUBLIC PEACE VIOLATION",294
2007-07-01,"ROBBERY",1498
2007-07-01,"SEX OFFENSE",160
2007-07-01,"STALKING",20
2007-07-01,"THEFT",8445
2007-07-01,"WEAPONS VIOLATION",319
2007-08-01,"ARSON",53
2007-08-01,"ASSAULT",2365
2007-08-01,"BATTERY",7015
2007-08-01,"BURGLARY",2378
2007-08-01,"CRIM SEXUAL ASSAULT",129
2007-08-01,"CRIMINAL DAMAGE",5007
2007-08-01,"CRIMINAL TRESPASS",1258
2007-08-01,"DECEPTIVE PRACTICE",1333
2007-08-01,"GAMBLING",204
2007-08-01,"HOMICIDE",47
2007-08-01,"INTERFERENCE WITH PUBLIC OFFICER",52
2007-08-01,"INTIMIDATION",19
2007-08-01,"KIDNAPPING",23
2007-08-01,"LIQUOR LAW VIOLATION",110
2007-08-01,"MOTOR VEHICLE THEFT",1656
2007-08-01,"NARCOTICS",4767
2007-08-01,"OBSCENITY",1
2007-08-01,"OFFENSE INVOLVING CHILDREN",286
2007-08-01,"OTHER OFFENSE",2370
2007-08-01,"PROSTITUTION",509
2007-08-01,"PUBLIC INDECENCY",1
2007-08-01,"PUBLIC PEACE VIOLATION",244
2007-08-01,"ROBBERY",1419
2007-08-01,"SEX OFFENSE",130
2007-08-01,"STALKING",29
2007-08-01,"THEFT",8126
2007-08-01,"WEAPONS VIOLATION",310
2007-09-01,"ARSON",60
2007-09-01,"ASSAULT",2452
2007-09-01,"BATTERY",7265
2007-09-01,"BURGLARY",2248
2007-09-01,"CRIM SEXUAL ASSAULT",145
2007-09-01,"CRIMINAL DAMAGE",4668
2007-09-01,"CRIMINAL TRESPASS",1112
2007-09-01,"DECEPTIVE PRACTICE",1158
2007-09-01,"GAMBLING",171
2007-09-01,"HOMICIDE",49
2007-09-01,"INTERFERENCE WITH PUBLIC OFFICER",61
2007-09-01,"INTIMIDATION",25
2007-09-01,"KIDNAPPING",30
2007-09-01,"LIQUOR LAW VIOLATION",105
2007-09-01,"MOTOR VEHICLE THEFT",1532
2007-09-01,"NARCOTICS",4606
2007-09-01,"OFFENSE INVOLVING CHILDREN",231
2007-09-01,"OTHER NARCOTIC VIOLATION",1
2007-09-01,"OTHER OFFENSE",2217
2007-09-01,"PROSTITUTION",561
2007-09-01,"PUBLIC INDECENCY",1
2007-09-01,"PUBLIC PEACE VIOLATION",333
2007-09-01,"ROBBERY",1384
2007-09-01,"SEX OFFENSE",130
2007-09-01,"STALKING",15
2007-09-01,"THEFT",7372
2007-09-01,"WEAPONS VIOLATION",322
2007-10-01,"ARSON",54
2007-10-01,"ASSAULT",2421
2007-10-01,"BATTERY",7009
2007-10-01,"BURGLARY",2385
2007-10-01,"CRIM SEXUAL ASSAULT",125
2007-10-01,"CRIMINAL DAMAGE",5325
2007-10-01,"CRIMINAL TRESPASS",1181
2007-10-01,"DECEPTIVE PRACTICE",1138
2007-10-01,"GAMBLING",119
2007-10-01,"HOMICIDE",38
2007-10-01,"INTERFERENCE WITH PUBLIC OFFICER",70
2007-10-01,"INTIMIDATION",21
2007-10-01,"KIDNAPPING",21
2007-10-01,"LIQUOR LAW VIOLATION",92
2007-10-01,"MOTOR VEHICLE THEFT",1709
2007-10-01,"NARCOTICS",4476
2007-10-01,"OBSCENITY",1
2007-10-01,"OFFENSE INVOLVING CHILDREN",230
2007-10-01,"OTHER OFFENSE",2367
2007-10-01,"PROSTITUTION",570
2007-10-01,"PUBLIC PEACE VIOLATION",303
2007-10-01,"ROBBERY",1433
2007-10-01,"SEX OFFENSE",124
2007-10-01,"STALKING",24
2007-10-01,"THEFT",8005
2007-10-01,"WEAPONS VIOLATION",345
2007-11-01,"ARSON",58
2007-11-01,"ASSAULT",1899
2007-11-01,"BATTERY",5592
2007-11-01,"BURGLARY",2323
2007-11-01,"CRIM SEXUAL ASSAULT",111
2007-11-01,"CRIMINAL DAMAGE",4528
2007-11-01,"CRIMINAL TRESPASS",982
2007-11-01,"DECEPTIVE PRACTICE",1186
2007-11-01,"GAMBLING",67
2007-11-01,"HOMICIDE",30
2007-11-01,"INTERFERENCE WITH PUBLIC OFFICER",46
2007-11-01,"INTIMIDATION",17
2007-11-01,"KIDNAPPING",32
2007-11-01,"LIQUOR LAW VIOLATION",91
2007-11-01,"MOTOR VEHICLE THEFT",1442
2007-11-01,"NARCOTICS",4290
2007-11-01,"OBSCENITY",1
2007-11-01,"OFFENSE INVOLVING CHILDREN",222
2007-11-01,"OTHER OFFENSE",2014
2007-11-01,"PROSTITUTION",431
2007-11-01,"PUBLIC INDECENCY",1
2007-11-01,"PUBLIC PEACE VIOLATION",240
2007-11-01,"ROBBERY",1485
2007-11-01,"SEX OFFENSE",89
2007-11-01,"STALKING",22
2007-11-01,"THEFT",6969
2007-11-01,"WEAPONS VIOLATION",251
2007-12-01,"ARSON",48
2007-12-01,"ASSAULT",1744
2007-12-01,"BATTERY",5407
2007-12-01,"BURGLARY",2039
2007-12-01,"CRIM SEXUAL ASSAULT",106
2007-12-01,"CRIMINAL DAMAGE",3541
2007-12-01,"CRIMINAL TRESPASS",973
2007-12-01,"DECEPTIVE PRACTICE",1272
2007-12-01,"GAMBLING",27
2007-12-01,"HOMICIDE",34
2007-12-01,"INTERFERENCE WITH PUBLIC OFFICER",38
2007-12-01,"INTIMIDATION",14
2007-12-01,"KIDNAPPING",26
2007-12-01,"LIQUOR LAW VIOLATION",51
2007-12-01,"MOTOR VEHICLE THEFT",1559
2007-12-01,"NARCOTICS",3744
2007-12-01,"OBSCENITY",2
2007-12-01,"OFFENSE INVOLVING CHILDREN",226
2007-12-01,"OTHER OFFENSE",1915
2007-12-01,"PROSTITUTION",327
2007-12-01,"PUBLIC PEACE VIOLATION",216
2007-12-01,"RITUALISM",1
2007-12-01,"ROBBERY",1400
2007-12-01,"SEX OFFENSE",91
2007-12-01,"STALKING",9
2007-12-01,"THEFT",6564
2007-12-01,"WEAPONS VIOLATION",232
2008-01-01,"ARSON",42
2008-01-01,"ASSAULT",1754
2008-01-01,"BATTERY",5490
2008-01-01,"BURGLARY",1894
2008-01-01,"CRIM SEXUAL ASSAULT",136
2008-01-01,"CRIMINAL DAMAGE",3858
2008-01-01,"CRIMINAL TRESPASS",1082
2008-01-01,"DECEPTIVE PRACTICE",1228
2008-01-01,"GAMBLING",23
2008-01-01,"HOMICIDE",34
2008-01-01,"INTERFERENCE WITH PUBLIC OFFICER",32
2008-01-01,"INTIMIDATION",16
2008-01-01,"KIDNAPPING",30
2008-01-01,"LIQUOR LAW VIOLATION",70
2008-01-01,"MOTOR VEHICLE THEFT",1472
2008-01-01,"NARCOTICS",4127
2008-01-01,"OBSCENITY",2
2008-01-01,"OFFENSE INVOLVING CHILDREN",278
2008-01-01,"OTHER OFFENSE",2401
2008-01-01,"PROSTITUTION",500
2008-01-01,"PUBLIC PEACE VIOLATION",198
2008-01-01,"ROBBERY",1269
2008-01-01,"SEX OFFENSE",130
2008-01-01,"STALKING",17
2008-01-01,"THEFT",6949
2008-01-01,"WEAPONS VIOLATION",312
2008-02-01,"ARSON",39
2008-02-01,"ASSAULT",1762
2008-02-01,"BATTERY",5243
2008-02-01,"BURGLARY",1560
2008-02-01,"CRIM SEXUAL ASSAULT",94
2008-02-01,"CRIMINAL DAMAGE",3132
2008-02-01,"CRIMINAL TRESPASS",904
2008-02-01,"DECEPTIVE PRACTICE",1063
2008-02-01,"GAMBLING",20
2008-02-01,"HOMICIDE",20
2008-02-01,"INTERFERENCE WITH PUBLIC OFFICER",32
2008-02-01,"INTIMIDATION",18
2008-02-01,"KIDNAPPING",33
2008-02-01,"LIQUOR LAW VIOLATION",64
2008-02-01,"MOTOR VEHICLE THEFT",1266
2008-02-01,"NARCOTICS",3906
2008-02-01,"OFFENSE INVOLVING CHILDREN",188
2008-02-01,"OTHER OFFENSE",2238
2008-02-01,"PROSTITUTION",450
2008-02-01,"PUBLIC INDECENCY",1
2008-02-01,"PUBLIC PEACE VIOLATION",199
2008-02-01,"ROBBERY",959
2008-02-01,"SEX OFFENSE",90
2008-02-01,"STALKING",21
2008-02-01,"THEFT",5531
2008-02-01,"WEAPONS VIOLATION",205
2008-03-01,"ARSON",55
2008-03-01,"ASSAULT",2043
2008-03-01,"BATTERY",6209
2008-03-01,"BURGLARY",1749
2008-03-01,"CRIM SEXUAL ASSAULT",114
2008-03-01,"CRIMINAL DAMAGE",4288
2008-03-01,"CRIMINAL TRESPASS",989
2008-03-01,"DECEPTIVE PRACTICE",1137
2008-03-01,"GAMBLING",51
2008-03-01,"HOMICIDE",33
2008-03-01,"INTERFERENCE WITH PUBLIC OFFICER",39
2008-03-01,"INTIMIDATION",20
2008-03-01,"KIDNAPPING",28
2008-03-01,"LIQUOR LAW VIOLATION",90
2008-03-01,"MOTOR VEHICLE THEFT",1667
2008-03-01,"NARCOTICS",4065
2008-03-01,"OBSCENITY",2
2008-03-01,"OFFENSE INVOLVING CHILDREN",202
2008-03-01,"OTHER OFFENSE",2328
2008-03-01,"PROSTITUTION",429
2008-03-01,"PUBLIC PEACE VIOLATION",261
2008-03-01,"ROBBERY",1235
2008-03-01,"SEX OFFENSE",109
2008-03-01,"STALKING",11
2008-03-01,"THEFT",6505
2008-03-01,"WEAPONS VIOLATION",311
2008-04-01,"ARSON",53
2008-04-01,"ASSAULT",2444
2008-04-01,"BATTERY",6727
2008-04-01,"BURGLARY",1926
2008-04-01,"CRIM SEXUAL ASSAULT",116
2008-04-01,"CRIMINAL DAMAGE",4419
2008-04-01,"CRIMINAL TRESPASS",1054
2008-04-01,"DECEPTIVE PRACTICE",1274
2008-04-01,"GAMBLING",104
2008-04-01,"HOMICIDE",47
2008-04-01,"INTERFERENCE WITH PUBLIC OFFICER",52
2008-04-01,"INTIMIDATION",29
2008-04-01,"KIDNAPPING",33
2008-04-01,"LIQUOR LAW VIOLATION",87
2008-04-01,"MOTOR VEHICLE THEFT",1456
2008-04-01,"NARCOTICS",3671
2008-04-01,"OFFENSE INVOLVING CHILDREN",190
2008-04-01,"OTHER NARCOTIC VIOLATION",3
2008-04-01,"OTHER OFFENSE",2363
2008-04-01,"PROSTITUTION",427
2008-04-01,"PUBLIC PEACE VIOLATION",280
2008-04-01,"ROBBERY",1217
2008-04-01,"SEX OFFENSE",122
2008-04-01,"STALKING",13
2008-04-01,"THEFT",7157
2008-04-01,"WEAPONS VIOLATION",325
2008-05-01,"ARSON",62
2008-05-01,"ASSAULT",2508
2008-05-01,"BATTERY",7445
2008-05-01,"BURGLARY",2260
2008-05-01,"CRIM SEXUAL ASSAULT",111
2008-05-01,"CRIMINAL DAMAGE",4979
2008-05-01,"CRIMINAL TRESPASS",998
2008-05-01,"DECEPTIVE PRACTICE",1278
2008-05-01,"GAMBLING",155
2008-05-01,"HOMICIDE",42
2008-05-01,"INTERFERENCE WITH PUBLIC OFFICER",54
2008-05-01,"INTIMIDATION",31
2008-05-01,"KIDNAPPING",35
2008-05-01,"LIQUOR LAW VIOLATION",97
2008-05-01,"MOTOR VEHICLE THEFT",1573
2008-05-01,"NARCOTICS",3825
2008-05-01,"OBSCENITY",1
2008-05-01,"OFFENSE INVOLVING CHILDREN",224
2008-05-01,"OTHER NARCOTIC VIOLATION",3
2008-05-01,"OTHER OFFENSE",2302
2008-05-01,"PROSTITUTION",415
2008-05-01,"PUBLIC PEACE VIOLATION",296
2008-05-01,"ROBBERY",1367
2008-05-01,"SEX OFFENSE",132
2008-05-01,"STALKING",18
2008-05-01,"THEFT",7495
2008-05-01,"WEAPONS VIOLATION",352
2008-06-01,"ARSON",69
2008-06-01,"ASSAULT",2434
2008-06-01,"BATTERY",7503
2008-06-01,"BURGLARY",2159
2008-06-01,"CRIM SEXUAL ASSAULT",146
2008-06-01,"CRIMINAL DAMAGE",4850
2008-06-01,"CRIMINAL TRESPASS",933
2008-06-01,"DECEPTIVE PRACTICE",1268
2008-06-01,"GAMBLING",164
2008-06-01,"HOMICIDE",52
2008-06-01,"INTERFERENCE WITH PUBLIC OFFICER",52
2008-06-01,"INTIMIDATION",25
2008-06-01,"KIDNAPPING",29
2008-06-01,"LIQUOR LAW VIOLATION",96
2008-06-01,"MOTOR VEHICLE THEFT",1657
2008-06-01,"NARCOTICS",3573
2008-06-01,"OBSCENITY",1
2008-06-01,"OFFENSE INVOLVING CHILDREN",208
2008-06-01,"OTHER OFFENSE",2216
2008-06-01,"PROSTITUTION",348
2008-06-01,"PUBLIC PEACE VIOLATION",246
2008-06-01,"ROBBERY",1337
2008-06-01,"SEX OFFENSE",153
2008-06-01,"STALKING",18
2008-06-01,"THEFT",7853
2008-06-01,"WEAPONS VIOLATION",300
2008-07-01,"ARSON",57
2008-07-01,"ASSAULT",2430
2008-07-01,"BATTERY",7337
2008-07-01,"BURGLARY",2582
2008-07-01,"CRIM SEXUAL ASSAULT",139
2008-07-01,"CRIMINAL DAMAGE",5094
2008-07-01,"CRIMINAL TRESPASS",1097
2008-07-01,"DECEPTIVE PRACTICE",1302
2008-07-01,"GAMBLING",156
2008-07-01,"HOMICIDE",62
2008-07-01,"INTERFERENCE WITH PUBLIC OFFICER",63
2008-07-01,"INTIMIDATION",29
2008-07-01,"KIDNAPPING",34
2008-07-01,"LIQUOR LAW VIOLATION",95
2008-07-01,"MOTOR VEHICLE THEFT",2015
2008-07-01,"NARCOTICS",4001
2008-07-01,"OBSCENITY",1
2008-07-01,"OFFENSE INVOLVING CHILDREN",214
2008-07-01,"OTHER OFFENSE",2377
2008-07-01,"PROSTITUTION",402
2008-07-01,"PUBLIC PEACE VIOLATION",286
2008-07-01,"ROBBERY",1486
2008-07-01,"SEX OFFENSE",162
2008-07-01,"STALKING",21
2008-07-01,"THEFT",8651
2008-07-01,"WEAPONS VIOLATION",387
2008-08-01,"ARSON",68
2008-08-01,"ASSAULT",2399
2008-08-01,"BATTERY",7150
2008-08-01,"BURGLARY",2397
2008-08-01,"CRIM SEXUAL ASSAULT",160
2008-08-01,"CRIMINAL DAMAGE",5105
2008-08-01,"CRIMINAL TRESPASS",1117
2008-08-01,"DECEPTIVE PRACTICE",1322
2008-08-01,"GAMBLING",223
2008-08-01,"HOMICIDE",48
2008-08-01,"INTERFERENCE WITH PUBLIC OFFICER",60
2008-08-01,"INTIMIDATION",18
2008-08-01,"KIDNAPPING",20
2008-08-01,"LIQUOR LAW VIOLATION",72
2008-08-01,"MOTOR VEHICLE THEFT",1952
2008-08-01,"NARCOTICS",4488
2008-08-01,"OBSCENITY",2
2008-08-01,"OFFENSE INVOLVING CHILDREN",246
2008-08-01,"OTHER NARCOTIC VIOLATION",3
2008-08-01,"OTHER OFFENSE",2311
2008-08-01,"PROSTITUTION",482
2008-08-01,"PUBLIC INDECENCY",1
2008-08-01,"PUBLIC PEACE VIOLATION",299
2008-08-01,"ROBBERY",1561
2008-08-01,"SEX OFFENSE",133
2008-08-01,"STALKING",15
2008-08-01,"THEFT",8501
2008-08-01,"WEAPONS VIOLATION",379
2008-09-01,"ARSON",60
2008-09-01,"ASSAULT",2259
2008-09-01,"BATTERY",6571
2008-09-01,"BURGLARY",2473
2008-09-01,"CRIM SEXUAL ASSAULT",153
2008-09-01,"CRIMINAL DAMAGE",4422
2008-09-01,"CRIMINAL TRESPASS",1089
2008-09-01,"DECEPTIVE PRACTICE",1243
2008-09-01,"GAMBLING",148
2008-09-01,"HOMICIDE",55
2008-09-01,"INTERFERENCE WITH PUBLIC OFFICER",58
2008-09-01,"INTIMIDATION",21
2008-09-01,"KIDNAPPING",30
2008-09-01,"LIQUOR LAW VIOLATION",73
2008-09-01,"MOTOR VEHICLE THEFT",1684
2008-09-01,"NARCOTICS",3864
2008-09-01,"OBSCENITY",4
2008-09-01,"OFFENSE INVOLVING CHILDREN",230
2008-09-01,"OTHER NARCOTIC VIOLATION",1
2008-09-01,"OTHER OFFENSE",2052
2008-09-01,"PROSTITUTION",470
2008-09-01,"PUBLIC INDECENCY",1
2008-09-01,"PUBLIC PEACE VIOLATION",271
2008-09-01,"ROBBERY",1622
2008-09-01,"SEX OFFENSE",131
2008-09-01,"STALKING",20
2008-09-01,"THEFT",8077
2008-09-01,"WEAPONS VIOLATION",353
2008-10-01,"ARSON",58
2008-10-01,"ASSAULT",2148
2008-10-01,"BATTERY",6133
2008-10-01,"BURGLARY",2631
2008-10-01,"CRIM SEXUAL ASSAULT",122
2008-10-01,"CRIMINAL DAMAGE",4838
2008-10-01,"CRIMINAL TRESPASS",1169
2008-10-01,"DECEPTIVE PRACTICE",1306
2008-10-01,"GAMBLING",102
2008-10-01,"HOMICIDE",50
2008-10-01,"INTERFERENCE WITH PUBLIC OFFICER",64
2008-10-01,"INTIMIDATION",21
2008-10-01,"KIDNAPPING",31
2008-10-01,"LIQUOR LAW VIOLATION",83
2008-10-01,"MOTOR VEHICLE THEFT",1491
2008-10-01,"NARCOTICS",3994
2008-10-01,"OFFENSE INVOLVING CHILDREN",202
2008-10-01,"OTHER NARCOTIC VIOLATION",1
2008-10-01,"OTHER OFFENSE",2136
2008-10-01,"PROSTITUTION",506
2008-10-01,"PUBLIC PEACE VIOLATION",284
2008-10-01,"ROBBERY",1717
2008-10-01,"SEX OFFENSE",106
2008-10-01,"STALKING",17
2008-10-01,"THEFT",8259
2008-10-01,"WEAPONS VIOLATION",405
2008-11-01,"ARSON",49
2008-11-01,"ASSAULT",1734
2008-11-01,"BATTERY",5436
2008-11-01,"BURGLARY",2348
2008-11-01,"CRIM SEXUAL ASSAULT",135
2008-11-01,"CRIMINAL DAMAGE",4361
2008-11-01,"CRIMINAL TRESPASS",1005
2008-11-01,"DECEPTIVE PRACTICE",1195
2008-11-01,"GAMBLING",40
2008-11-01,"HOMICIDE",40
2008-11-01,"INTERFERENCE WITH PUBLIC OFFICER",49
2008-11-01,"INTIMIDATION",24
2008-11-01,"KIDNAPPING",24
2008-11-01,"LIQUOR LAW VIOLATION",55
2008-11-01,"MOTOR VEHICLE THEFT",1314
2008-11-01,"NARCOTICS",3857
2008-11-01,"OFFENSE INVOLVING CHILDREN",195
2008-11-01,"OTHER NARCOTIC VIOLATION",1
2008-11-01,"OTHER OFFENSE",2008
2008-11-01,"PROSTITUTION",422
2008-11-01,"PUBLIC INDECENCY",1
2008-11-01,"PUBLIC PEACE VIOLATION",212
2008-11-01,"ROBBERY",1505
2008-11-01,"SEX OFFENSE",113
2008-11-01,"STALKING",10
2008-11-01,"THEFT",7115
2008-11-01,"WEAPONS VIOLATION",305
2008-12-01,"ARSON",32
2008-12-01,"ASSAULT",1532
2008-12-01,"BATTERY",4678
2008-12-01,"BURGLARY",2240
2008-12-01,"CRIM SEXUAL ASSAULT",89
2008-12-01,"CRIMINAL DAMAGE",3495
2008-12-01,"CRIMINAL TRESPASS",873
2008-12-01,"DECEPTIVE PRACTICE",1238
2008-12-01,"GAMBLING",13
2008-12-01,"HOMICIDE",30
2008-12-01,"INTERFERENCE WITH PUBLIC OFFICER",25
2008-12-01,"INTIMIDATION",9
2008-12-01,"KIDNAPPING",32
2008-12-01,"LIQUOR LAW VIOLATION",30
2008-12-01,"MOTOR VEHICLE THEFT",1334
2008-12-01,"NARCOTICS",3136
2008-12-01,"OFFENSE INVOLVING CHILDREN",228
2008-12-01,"OTHER OFFENSE",1801
2008-12-01,"PROSTITUTION",290
2008-12-01,"PUBLIC PEACE VIOLATION",181
2008-12-01,"ROBBERY",1428
2008-12-01,"SEX OFFENSE",101
2008-12-01,"STALKING",9
2008-12-01,"THEFT",6337
2008-12-01,"WEAPONS VIOLATION",243
2009-01-01,"ARSON",36
2009-01-01,"ASSAULT",1685
2009-01-01,"BATTERY",5036
2009-01-01,"BURGLARY",1777
2009-01-01,"CRIM SEXUAL ASSAULT",129
2009-01-01,"CRIMINAL DAMAGE",3224
2009-01-01,"CRIMINAL TRESPASS",981
2009-01-01,"DECEPTIVE PRACTICE",1217
2009-01-01,"GAMBLING",12
2009-01-01,"HOMICIDE",25
2009-01-01,"INTERFERENCE WITH PUBLIC OFFICER",42
2009-01-01,"INTIMIDATION",21
2009-01-01,"KIDNAPPING",25
2009-01-01,"LIQUOR LAW VIOLATION",55
2009-01-01,"MOTOR VEHICLE THEFT",1232
2009-01-01,"NARCOTICS",3782
2009-01-01,"OBSCENITY",3
2009-01-01,"OFFENSE INVOLVING CHILDREN",303
2009-01-01,"OTHER OFFENSE",2257
2009-01-01,"PROSTITUTION",411
2009-01-01,"PUBLIC INDECENCY",1
2009-01-01,"PUBLIC PEACE VIOLATION",197
